transaction_id,transaction_date,customer_id,state,age_group,customer_segment,risk_tier,merchant_category,payment_channel,payment_method,device_type,transaction_amount,fee_amount,transaction_status,failure_reason,risk_score,risk_flag
TXN0006236,2025-02-02,CUST00252,IL,35-44,Standard,Low,Retail,Mobile App,ACH,Android,62.93,0.38,Completed,None,5,Low Risk
TXN0006237,2025-05-26,CUST00552,NC,45-54,Standard,Low,Retail,Web,Debit Card,iOS,45.67,0.55,Completed,None,14,Low Risk
TXN0006238,2025-02-14,CUST00160,NJ,55+,Standard,Low,Travel,API,Credit Card,iOS,324.11,7.13,Completed,None,11,Low Risk
TXN0006239,2025-03-21,CUST00620,OH,45-54,Standard,Medium,Restaurants,API,Credit Card,iOS,139.56,3.07,Completed,None,28,Low Risk
TXN0006240,2025-03-16,CUST00473,MA,35-44,Standard,High,Digital Services,API,Debit Card,Desktop,55.2,0.66,Completed,None,51,Medium Risk
TXN0006241,2025-01-16,CUST00451,NJ,35-44,Standard,High,Money Transfer,Mobile App,Debit Card,iOS,140.28,1.68,Completed,None,56,Medium Risk
TXN0006242,2025-01-17,CUST00086,PA,35-44,Standard,Medium,Digital Services,Mobile App,Debit Card,iOS,9.28,0.11,Completed,None,30,Low Risk
TXN0006243,2025-05-09,CUST00447,NJ,35-44,Standard,Medium,Restaurants,Web,Wallet Balance,Android,110.75,0.44,Completed,None,19,Low Risk
TXN0006244,2025-02-04,CUST00027,GA,35-44,Premium,Low,Money Transfer,Card Terminal,Debit Card,Android,341.9,4.1,Completed,None,24,Low Risk
TXN0006245,2025-05-25,CUST00527,CO,55+,Standard,Low,Retail,Web,Credit Card,Android,154.1,3.39,Completed,None,14,Low Risk
TXN0006246,2025-06-28,CUST00063,VA,35-44,Standard,Low,Utilities,Mobile App,Credit Card,Android,111.02,2.44,Completed,None,2,Low Risk
TXN0006247,2025-02-24,CUST00010,NC,35-44,Standard,Medium,Digital Services,API,Credit Card,Desktop,74.56,1.64,Completed,None,37,Low Risk
TXN0006248,2025-04-26,CUST00303,PA,35-44,Standard,High,Utilities,Mobile App,Credit Card,iOS,168.09,3.7,Completed,None,35,Low Risk
TXN0006249,2025-01-11,CUST00204,CO,55+,Premium,Low,Travel,Card Terminal,Credit Card,iOS,160.9,3.54,Completed,None,11,Low Risk
TXN0006250,2025-06-12,CUST00094,CO,55+,Premium,Low,Utilities,Mobile App,Debit Card,POS,119.08,1.43,Completed,None,15,Low Risk
TXN0006251,2025-01-03,CUST00197,OH,25-34,Standard,Low,Healthcare,Mobile App,Wallet Balance,Android,21.35,0.09,Completed,None,7,Low Risk
TXN0006252,2025-03-02,CUST00072,NJ,35-44,Standard,Low,Restaurants,Card Terminal,Debit Card,Android,94.96,1.14,Completed,None,7,Low Risk
TXN0006253,2025-02-24,CUST00092,IL,55+,Standard,Medium,Grocery,API,Wallet Balance,Android,28.01,0.11,Completed,None,40,Medium Risk
TXN0006254,2025-03-20,CUST00561,CA,45-54,Standard,Medium,Restaurants,Card Terminal,Credit Card,Android,34.95,0.77,Completed,None,18,Low Risk
TXN0006255,2025-06-04,CUST00350,CO,45-54,Standard,Low,Subscription,API,Credit Card,POS,23.99,0.53,Completed,None,13,Low Risk
TXN0006256,2025-04-05,CUST00536,VA,55+,Standard,Low,Retail,Card Terminal,Debit Card,Android,28.29,0.34,Completed,None,15,Low Risk
TXN0006257,2025-01-31,CUST00485,AZ,55+,Standard,Low,Digital Services,Mobile App,Wallet Balance,Android,172.31,0.69,Completed,None,9,Low Risk
TXN0006258,2025-02-03,CUST00489,MA,45-54,Premium,Low,Utilities,API,ACH,iOS,194.62,1.17,Completed,None,19,Low Risk
TXN0006259,2025-04-07,CUST00522,GA,35-44,Standard,Medium,Healthcare,API,Credit Card,Desktop,155.48,3.42,Completed,None,40,Medium Risk
TXN0006260,2025-03-30,CUST00624,FL,18-24,Premium,Medium,Money Transfer,Web,Debit Card,Android,279.24,3.35,Completed,None,32,Low Risk
TXN0006261,2025-01-18,CUST00576,WA,35-44,Standard,High,Money Transfer,API,Credit Card,iOS,280.47,6.17,Completed,None,61,Medium Risk
TXN0006262,2025-01-16,CUST00026,GA,18-24,Small Business,Low,Utilities,Mobile App,Debit Card,Android,50.5,0.61,Completed,None,8,Low Risk
TXN0006263,2025-03-20,CUST00368,WA,35-44,Premium,Medium,Money Transfer,Mobile App,ACH,Android,402.66,2.42,Completed,None,31,Low Risk
TXN0006264,2025-03-15,CUST00186,PA,55+,Standard,Medium,Digital Services,API,ACH,Desktop,47.34,0.28,Completed,None,27,Low Risk
TXN0006265,2025-04-15,CUST00629,FL,55+,Standard,Low,Grocery,Mobile App,Credit Card,Android,185.57,4.08,Completed,None,14,Low Risk
TXN0006266,2025-04-29,CUST00526,NC,25-34,Standard,Low,Digital Services,Mobile App,Wallet Balance,Desktop,27.45,0.11,Completed,None,4,Low Risk
TXN0006267,2025-04-29,CUST00203,NY,35-44,Premium,Low,Money Transfer,Web,Debit Card,Android,354.68,4.26,Completed,None,18,Low Risk
TXN0006268,2025-03-23,CUST00276,AZ,18-24,Small Business,Low,Travel,Mobile App,Debit Card,Desktop,542.42,6.51,Completed,None,33,Low Risk
TXN0006269,2025-06-10,CUST00316,NY,55+,Standard,High,Healthcare,Web,Debit Card,Android,132.15,1.59,Completed,None,35,Low Risk
TXN0006270,2025-04-28,CUST00038,FL,45-54,Premium,Low,Restaurants,Web,Credit Card,Android,21.87,0.48,Completed,None,9,Low Risk
TXN0006271,2025-06-11,CUST00045,TX,18-24,Premium,Medium,Restaurants,Mobile App,Debit Card,API,15.74,0.19,Completed,None,21,Low Risk
TXN0006272,2025-01-27,CUST00343,GA,18-24,Standard,Medium,Healthcare,Mobile App,Debit Card,iOS,40.86,0.49,Completed,None,20,Low Risk
TXN0006273,2025-01-28,CUST00453,CA,35-44,Standard,Medium,Restaurants,Web,Credit Card,Android,10.61,0.23,Completed,None,23,Low Risk
TXN0006274,2025-01-14,CUST00258,TX,55+,Standard,Medium,Digital Services,Mobile App,Credit Card,Android,133.83,2.94,Completed,None,18,Low Risk
TXN0006275,2025-05-08,CUST00076,PA,55+,Small Business,Low,Retail,Web,Debit Card,iOS,8.55,0.1,Completed,None,12,Low Risk
TXN0006276,2025-03-20,CUST00447,NJ,35-44,Standard,Medium,Money Transfer,API,ACH,iOS,287.94,1.73,Completed,None,44,Medium Risk
TXN0006277,2025-02-09,CUST00415,GA,18-24,Standard,Low,Grocery,Mobile App,Debit Card,iOS,70.04,0.84,Completed,None,12,Low Risk
TXN0006278,2025-01-11,CUST00586,NJ,55+,Standard,High,Retail,Mobile App,Debit Card,iOS,97.42,1.17,Completed,None,38,Low Risk
TXN0006279,2025-03-13,CUST00241,OH,18-24,Standard,Medium,Retail,Mobile App,Credit Card,Android,205.23,4.52,Completed,None,20,Low Risk
TXN0006280,2025-04-06,CUST00489,MA,45-54,Premium,Low,Grocery,Web,Wallet Balance,API,99.1,0.4,Completed,None,10,Low Risk
TXN0006281,2025-04-10,CUST00233,FL,25-34,Standard,Medium,Healthcare,Card Terminal,Debit Card,iOS,90.04,1.08,Completed,None,15,Low Risk
TXN0006282,2025-04-19,CUST00571,VA,45-54,Standard,Low,Healthcare,Mobile App,ACH,Android,93.61,0.56,Completed,None,10,Low Risk
TXN0006283,2025-05-19,CUST00062,NC,55+,Standard,Low,Retail,Mobile App,Debit Card,iOS,75.39,0.9,Completed,None,8,Low Risk
TXN0006284,2025-01-19,CUST00077,NY,25-34,Standard,Low,Grocery,Web,ACH,Desktop,89.43,0.54,Completed,None,1,Low Risk
TXN0006285,2025-05-18,CUST00418,CA,35-44,Standard,Medium,Retail,Mobile App,ACH,iOS,74.37,0.45,Completed,None,28,Low Risk
TXN0006286,2025-02-06,CUST00358,NC,45-54,Standard,Low,Utilities,Mobile App,ACH,iOS,136.43,0.82,Completed,None,14,Low Risk
TXN0006287,2025-03-22,CUST00188,PA,35-44,Premium,High,Grocery,Mobile App,Credit Card,iOS,131.91,2.9,Completed,None,35,Low Risk
TXN0006288,2025-03-28,CUST00361,VA,45-54,Standard,Low,Retail,Mobile App,Debit Card,iOS,71.55,0.86,Completed,None,8,Low Risk
TXN0006289,2025-02-15,CUST00450,WA,45-54,Standard,Medium,Utilities,Mobile App,Debit Card,iOS,318.42,3.82,Completed,None,16,Low Risk
TXN0006290,2025-04-27,CUST00072,NJ,35-44,Standard,Low,Retail,Mobile App,Credit Card,iOS,90.68,1.99,Completed,None,10,Low Risk
TXN0006291,2025-05-10,CUST00084,TX,35-44,Premium,Medium,Retail,Web,Credit Card,iOS,112.82,2.48,Completed,None,27,Low Risk
TXN0006292,2025-01-09,CUST00522,GA,35-44,Standard,Medium,Grocery,API,Wallet Balance,Android,41.47,0.17,Completed,None,39,Low Risk
TXN0006293,2025-02-24,CUST00495,AZ,55+,Standard,High,Money Transfer,API,Credit Card,iOS,407.69,0.0,Failed,Insufficient Funds,91,High Risk
TXN0006294,2025-02-14,CUST00366,CA,18-24,Standard,Low,Restaurants,Web,Wallet Balance,Android,84.77,0.34,Completed,None,5,Low Risk
TXN0006295,2025-02-07,CUST00160,NJ,55+,Standard,Low,Utilities,Mobile App,Debit Card,iOS,132.59,1.59,Completed,None,0,Low Risk
TXN0006296,2025-04-12,CUST00090,FL,25-34,Small Business,Low,Restaurants,Web,Debit Card,Android,39.89,0.48,Completed,None,8,Low Risk
TXN0006297,2025-04-15,CUST00414,AZ,35-44,Premium,Low,Grocery,API,Wallet Balance,Desktop,59.78,0.24,Completed,None,22,Low Risk
TXN0006298,2025-04-04,CUST00424,WA,45-54,Standard,Low,Digital Services,Mobile App,Credit Card,iOS,5.0,0.11,Completed,None,15,Low Risk
TXN0006299,2025-01-15,CUST00075,OH,25-34,Standard,Low,Grocery,API,Debit Card,Android,92.06,1.1,Completed,None,11,Low Risk
TXN0006300,2025-03-21,CUST00413,NC,25-34,Standard,Low,Retail,Mobile App,Debit Card,API,36.11,0.43,Completed,None,11,Low Risk
TXN0006301,2025-03-09,CUST00172,NC,18-24,Standard,Low,Digital Services,Web,Debit Card,Desktop,167.71,2.01,Completed,None,14,Low Risk
TXN0006302,2025-01-09,CUST00023,GA,45-54,Standard,High,Utilities,Web,Credit Card,POS,295.49,6.5,Completed,None,41,Medium Risk
TXN0006303,2025-03-24,CUST00466,NY,35-44,Standard,Low,Travel,API,Debit Card,POS,317.84,3.81,Completed,None,18,Low Risk
TXN0006304,2025-04-12,CUST00209,IL,18-24,Standard,Medium,Restaurants,API,Wallet Balance,Desktop,25.07,0.0,Failed,Card Declined,56,Medium Risk
TXN0006305,2025-01-23,CUST00139,NC,25-34,Small Business,Low,Grocery,Web,Wallet Balance,iOS,238.23,0.95,Completed,None,7,Low Risk
TXN0006306,2025-02-15,CUST00439,PA,25-34,Standard,Low,Money Transfer,Web,Credit Card,iOS,560.48,12.33,Completed,None,55,Medium Risk
TXN0006307,2025-05-11,CUST00009,NY,45-54,Standard,Low,Digital Services,Mobile App,Credit Card,iOS,19.46,0.43,Completed,None,2,Low Risk
TXN0006308,2025-04-14,CUST00366,CA,18-24,Standard,Low,Retail,Card Terminal,ACH,iOS,69.51,0.42,Completed,None,4,Low Risk
TXN0006309,2025-03-31,CUST00516,NJ,25-34,Premium,Low,Utilities,Mobile App,Credit Card,iOS,98.05,2.16,Completed,None,12,Low Risk
TXN0006310,2025-01-23,CUST00627,VA,45-54,Standard,Medium,Retail,Mobile App,Credit Card,iOS,91.68,2.02,Completed,None,26,Low Risk
TXN0006311,2025-05-14,CUST00492,FL,45-54,Small Business,Low,Money Transfer,Web,ACH,iOS,314.84,1.89,Completed,None,30,Low Risk
TXN0006312,2025-05-30,CUST00444,GA,25-34,Premium,Medium,Retail,Mobile App,Credit Card,iOS,129.96,2.86,Completed,None,21,Low Risk
TXN0006313,2025-05-01,CUST00384,PA,18-24,Standard,Low,Retail,Mobile App,Credit Card,Android,76.79,1.69,Completed,None,5,Low Risk
TXN0006314,2025-04-10,CUST00169,GA,45-54,Standard,Low,Travel,Mobile App,Credit Card,iOS,57.56,1.27,Completed,None,15,Low Risk
TXN0006315,2025-05-31,CUST00415,GA,18-24,Standard,Low,Digital Services,Mobile App,Debit Card,iOS,24.22,0.29,Completed,None,15,Low Risk
TXN0006316,2025-04-04,CUST00450,WA,45-54,Standard,Medium,Grocery,Mobile App,Credit Card,Desktop,179.7,3.95,Completed,None,15,Low Risk
TXN0006317,2025-06-08,CUST00034,CO,55+,Standard,Low,Utilities,Mobile App,ACH,Android,117.39,0.7,Completed,None,4,Low Risk
TXN0006318,2025-06-24,CUST00325,FL,55+,Standard,Low,Grocery,API,Debit Card,Desktop,35.09,0.42,Completed,None,17,Low Risk
TXN0006319,2025-05-29,CUST00316,NY,55+,Standard,High,Utilities,Mobile App,Credit Card,Desktop,337.57,7.43,Completed,None,43,Medium Risk
TXN0006320,2025-05-27,CUST00260,AZ,25-34,Small Business,Low,Digital Services,Mobile App,ACH,Desktop,175.15,1.05,Completed,None,7,Low Risk
TXN0006321,2025-03-05,CUST00326,CA,35-44,Standard,Low,Money Transfer,Web,ACH,Android,371.76,2.23,Completed,None,24,Low Risk
TXN0006322,2025-01-08,CUST00034,CO,55+,Standard,Low,Restaurants,Mobile App,Wallet Balance,iOS,91.91,0.37,Completed,None,11,Low Risk
TXN0006323,2025-06-06,CUST00491,GA,18-24,Standard,Medium,Retail,Web,Credit Card,POS,38.72,0.85,Completed,None,15,Low Risk
TXN0006324,2025-05-31,CUST00406,VA,55+,Small Business,Low,Entertainment,API,Debit Card,Android,41.55,0.5,Completed,None,18,Low Risk
TXN0006325,2025-01-05,CUST00358,NC,45-54,Standard,Low,Restaurants,Mobile App,ACH,Android,215.9,1.3,Completed,None,9,Low Risk
TXN0006326,2025-03-26,CUST00388,FL,45-54,Standard,High,Entertainment,Mobile App,Debit Card,iOS,131.88,1.58,Completed,None,42,Medium Risk
TXN0006327,2025-02-04,CUST00241,OH,18-24,Standard,Medium,Restaurants,Web,Credit Card,iOS,31.55,0.69,Completed,None,25,Low Risk
TXN0006328,2025-03-31,CUST00524,PA,45-54,Standard,Low,Utilities,Mobile App,ACH,Android,82.22,0.49,Completed,None,6,Low Risk
TXN0006329,2025-02-17,CUST00548,CO,55+,Small Business,Low,Retail,Card Terminal,Debit Card,iOS,51.71,0.62,Completed,None,12,Low Risk
TXN0006330,2025-03-28,CUST00265,TX,55+,Standard,Low,Entertainment,Card Terminal,ACH,Android,161.35,0.97,Completed,None,5,Low Risk
TXN0006331,2025-03-17,CUST00435,MA,35-44,Standard,Low,Entertainment,API,ACH,iOS,122.96,0.74,Completed,None,23,Low Risk
TXN0006332,2025-01-02,CUST00491,GA,18-24,Standard,Medium,Money Transfer,Card Terminal,ACH,iOS,159.27,0.96,Completed,None,42,Medium Risk
TXN0006333,2025-04-12,CUST00546,PA,45-54,Standard,Low,Healthcare,Card Terminal,Credit Card,API,102.63,2.26,Completed,None,2,Low Risk
TXN0006334,2025-02-24,CUST00127,GA,18-24,Small Business,High,Money Transfer,Mobile App,Debit Card,iOS,487.78,5.85,Completed,None,53,Medium Risk
TXN0006335,2025-05-30,CUST00360,GA,55+,Standard,Medium,Restaurants,Web,Wallet Balance,iOS,74.02,0.3,Completed,None,16,Low Risk
TXN0006336,2025-04-16,CUST00558,IL,25-34,Standard,High,Money Transfer,Mobile App,Credit Card,POS,166.51,3.66,Completed,None,52,Medium Risk
TXN0006337,2025-04-07,CUST00208,TX,25-34,Standard,Low,Retail,Web,Credit Card,POS,47.6,1.05,Completed,None,2,Low Risk
TXN0006338,2025-06-02,CUST00566,FL,45-54,Standard,Low,Digital Services,API,Credit Card,Android,100.53,2.21,Completed,None,14,Low Risk
TXN0006339,2025-02-20,CUST00241,OH,18-24,Standard,Medium,Digital Services,Card Terminal,Credit Card,Android,34.54,0.76,Completed,None,18,Low Risk
TXN0006340,2025-03-16,CUST00603,TX,35-44,Standard,Medium,Utilities,Web,ACH,iOS,107.1,0.64,Completed,None,19,Low Risk
TXN0006341,2025-03-17,CUST00039,GA,45-54,Standard,Low,Restaurants,API,Debit Card,iOS,124.3,1.49,Completed,None,25,Low Risk
TXN0006342,2025-03-11,CUST00446,GA,35-44,Small Business,Low,Restaurants,Mobile App,Debit Card,iOS,52.56,0.63,Completed,None,9,Low Risk
TXN0006343,2025-02-03,CUST00053,AZ,45-54,Standard,Low,Subscription,Mobile App,ACH,Android,43.58,0.26,Completed,None,2,Low Risk
TXN0006344,2025-06-21,CUST00151,CO,55+,Premium,Low,Healthcare,API,Credit Card,POS,56.14,1.24,Completed,None,16,Low Risk
TXN0006345,2025-01-27,CUST00224,CA,25-34,Standard,Medium,Retail,Mobile App,Credit Card,Android,36.88,0.81,Completed,None,22,Low Risk
TXN0006346,2025-05-24,CUST00228,PA,35-44,Small Business,Low,Digital Services,Web,Debit Card,iOS,72.68,0.87,Completed,None,9,Low Risk
TXN0006347,2025-03-22,CUST00155,TX,35-44,Standard,Low,Utilities,Card Terminal,Debit Card,iOS,74.46,0.89,Completed,None,6,Low Risk
TXN0006348,2025-06-22,CUST00055,NJ,55+,Premium,Low,Restaurants,Card Terminal,Debit Card,Android,24.82,0.3,Completed,None,2,Low Risk
TXN0006349,2025-04-08,CUST00315,WA,35-44,Standard,Low,Utilities,API,ACH,iOS,139.82,0.84,Completed,None,21,Low Risk
TXN0006350,2025-03-08,CUST00581,AZ,18-24,Standard,Medium,Money Transfer,Mobile App,Wallet Balance,Android,130.31,0.52,Completed,None,35,Low Risk
TXN0006351,2025-03-24,CUST00393,TX,25-34,Standard,Low,Digital Services,Mobile App,Credit Card,Android,115.02,2.53,Completed,None,4,Low Risk
TXN0006352,2025-01-09,CUST00634,TX,45-54,Standard,Low,Travel,Web,Credit Card,Android,329.02,7.24,Completed,None,8,Low Risk
TXN0006353,2025-03-29,CUST00516,NJ,25-34,Premium,Low,Healthcare,Web,Debit Card,Android,26.62,0.32,Completed,None,14,Low Risk
TXN0006354,2025-01-31,CUST00054,IL,35-44,Standard,Low,Restaurants,Mobile App,Wallet Balance,API,43.81,0.18,Completed,None,2,Low Risk
TXN0006355,2025-04-20,CUST00536,VA,55+,Standard,Low,Healthcare,Mobile App,Debit Card,Android,95.92,1.15,Completed,None,9,Low Risk
TXN0006356,2025-03-24,CUST00507,VA,55+,Standard,Low,Utilities,Mobile App,Debit Card,iOS,353.87,4.25,Completed,None,13,Low Risk
TXN0006357,2025-01-29,CUST00583,VA,25-34,Standard,Low,Entertainment,Mobile App,Credit Card,Desktop,13.9,0.31,Completed,None,3,Low Risk
TXN0006358,2025-04-20,CUST00225,VA,18-24,Standard,Low,Entertainment,Mobile App,Debit Card,Android,48.14,0.0,Failed,Bank Network Error,27,Low Risk
TXN0006359,2025-04-08,CUST00233,FL,25-34,Standard,Medium,Retail,Mobile App,ACH,Android,37.77,0.23,Completed,None,26,Low Risk
TXN0006360,2025-03-03,CUST00139,NC,25-34,Small Business,Low,Entertainment,Mobile App,Credit Card,Android,20.45,0.45,Completed,None,9,Low Risk
TXN0006361,2025-01-01,CUST00486,NC,45-54,Standard,Low,Restaurants,Mobile App,ACH,iOS,10.18,0.06,Completed,None,14,Low Risk
TXN0006362,2025-02-06,CUST00511,IL,25-34,Standard,Low,Money Transfer,Mobile App,Credit Card,iOS,397.06,8.74,Completed,None,18,Low Risk
TXN0006363,2025-06-15,CUST00020,CO,45-54,Premium,Low,Digital Services,Mobile App,Wallet Balance,Android,46.86,0.19,Completed,None,12,Low Risk
TXN0006364,2025-06-26,CUST00352,FL,25-34,Standard,Low,Digital Services,Card Terminal,Debit Card,Desktop,49.17,0.59,Completed,None,4,Low Risk
TXN0006365,2025-06-13,CUST00345,GA,25-34,Standard,Low,Digital Services,Mobile App,Debit Card,API,126.63,1.52,Completed,None,0,Low Risk
TXN0006366,2025-03-08,CUST00331,WA,45-54,Standard,High,Travel,Mobile App,Debit Card,Desktop,605.72,7.27,Completed,None,68,Medium Risk
TXN0006367,2025-01-13,CUST00391,GA,35-44,Standard,Low,Utilities,API,Debit Card,Android,169.86,2.04,Completed,None,21,Low Risk
TXN0006368,2025-04-23,CUST00346,TX,45-54,Standard,High,Travel,Web,Debit Card,iOS,159.9,1.92,Completed,None,46,Medium Risk
TXN0006369,2025-06-18,CUST00129,FL,45-54,Premium,Low,Healthcare,Web,Debit Card,Android,34.69,0.42,Completed,None,6,Low Risk
TXN0006370,2025-05-11,CUST00371,WA,45-54,Standard,Low,Digital Services,Mobile App,Credit Card,Android,6.92,0.15,Completed,None,6,Low Risk
TXN0006371,2025-02-08,CUST00218,VA,35-44,Standard,Low,Restaurants,Card Terminal,Credit Card,iOS,20.29,0.45,Completed,None,9,Low Risk
TXN0006372,2025-02-21,CUST00267,MA,45-54,Standard,High,Money Transfer,Web,Credit Card,Android,102.27,2.25,Completed,None,64,Medium Risk
TXN0006373,2025-04-30,CUST00235,VA,25-34,Premium,Medium,Travel,Web,Credit Card,Android,817.62,17.99,Completed,None,44,Medium Risk
TXN0006374,2025-02-06,CUST00523,VA,35-44,Standard,Low,Digital Services,Web,Wallet Balance,iOS,32.11,0.13,Completed,None,6,Low Risk
TXN0006375,2025-04-18,CUST00447,NJ,35-44,Standard,Medium,Travel,Web,Debit Card,Android,319.51,3.83,Completed,None,28,Low Risk
TXN0006376,2025-04-05,CUST00368,WA,35-44,Premium,Medium,Money Transfer,Card Terminal,Debit Card,Desktop,240.3,2.88,Completed,None,36,Low Risk
TXN0006377,2025-06-05,CUST00051,NY,18-24,Premium,Medium,Digital Services,Mobile App,Debit Card,Android,151.41,1.82,Completed,None,25,Low Risk
TXN0006378,2025-05-09,CUST00493,NJ,45-54,Premium,Medium,Healthcare,Mobile App,Debit Card,Android,55.88,0.67,Completed,None,16,Low Risk
TXN0006379,2025-06-05,CUST00411,OH,45-54,Small Business,Low,Retail,Mobile App,Debit Card,iOS,36.2,0.43,Completed,None,8,Low Risk
TXN0006380,2025-02-01,CUST00507,VA,55+,Standard,Low,Travel,Mobile App,ACH,Android,454.09,2.72,Completed,None,2,Low Risk
TXN0006381,2025-03-21,CUST00137,CA,35-44,Premium,Medium,Money Transfer,Web,Debit Card,POS,136.43,1.64,Completed,None,39,Low Risk
TXN0006382,2025-01-09,CUST00007,NY,18-24,Standard,Medium,Retail,Mobile App,Debit Card,iOS,88.47,1.06,Completed,None,26,Low Risk
TXN0006383,2025-05-07,CUST00152,GA,25-34,Premium,Low,Digital Services,Mobile App,Wallet Balance,Android,85.88,0.34,Completed,None,15,Low Risk
TXN0006384,2025-06-12,CUST00321,NJ,45-54,Standard,Low,Restaurants,Card Terminal,ACH,iOS,233.88,1.4,Completed,None,14,Low Risk
TXN0006385,2025-04-21,CUST00291,CA,55+,Standard,Low,Travel,API,ACH,iOS,325.9,1.96,Completed,None,24,Low Risk
TXN0006386,2025-05-27,CUST00249,NY,25-34,Standard,Low,Entertainment,Mobile App,Debit Card,Android,31.01,0.37,Completed,None,12,Low Risk
TXN0006387,2025-06-30,CUST00197,OH,25-34,Standard,Low,Restaurants,API,Wallet Balance,iOS,64.92,0.26,Completed,None,10,Low Risk
TXN0006388,2025-05-05,CUST00490,NC,18-24,Premium,Medium,Utilities,API,Debit Card,API,52.59,0.63,Completed,None,36,Low Risk
TXN0006389,2025-01-11,CUST00295,TX,45-54,Standard,Low,Digital Services,Web,Debit Card,iOS,68.08,0.82,Completed,None,4,Low Risk
TXN0006390,2025-02-05,CUST00064,VA,35-44,Standard,Low,Grocery,Mobile App,Debit Card,Desktop,211.51,2.54,Completed,None,0,Low Risk
TXN0006391,2025-01-02,CUST00549,VA,35-44,Standard,Medium,Utilities,Web,Debit Card,Desktop,15.01,0.18,Completed,None,29,Low Risk
TXN0006392,2025-03-07,CUST00407,CO,55+,Small Business,Low,Money Transfer,API,Credit Card,Android,331.24,7.29,Completed,None,36,Low Risk
TXN0006393,2025-04-05,CUST00109,MA,18-24,Standard,Low,Digital Services,Mobile App,Credit Card,Android,146.31,0.0,Failed,Bank Network Error,35,Low Risk
TXN0006394,2025-03-30,CUST00236,MA,35-44,Standard,Low,Retail,API,Debit Card,POS,11.61,0.14,Completed,None,14,Low Risk
TXN0006395,2025-04-08,CUST00279,VA,45-54,Standard,Low,Utilities,Mobile App,Wallet Balance,Desktop,335.61,1.34,Completed,None,9,Low Risk
TXN0006396,2025-04-17,CUST00303,PA,35-44,Standard,High,Digital Services,Web,Debit Card,Desktop,86.24,1.03,Completed,None,36,Low Risk
TXN0006397,2025-05-24,CUST00103,OH,25-34,Standard,Medium,Grocery,Mobile App,Debit Card,Android,288.09,3.46,Completed,None,23,Low Risk
TXN0006398,2025-06-19,CUST00542,NY,35-44,Standard,Medium,Money Transfer,Mobile App,Credit Card,iOS,602.94,13.26,Completed,None,62,Medium Risk
TXN0006399,2025-03-16,CUST00637,CO,35-44,Standard,Low,Money Transfer,Mobile App,Credit Card,Android,157.79,3.47,Completed,None,21,Low Risk
TXN0006400,2025-02-22,CUST00270,GA,35-44,Standard,Low,Digital Services,Web,Debit Card,Desktop,55.83,0.67,Completed,None,14,Low Risk
TXN0006401,2025-01-29,CUST00016,VA,55+,Standard,High,Retail,API,ACH,iOS,48.86,0.29,Completed,None,50,Medium Risk
TXN0006402,2025-01-24,CUST00059,AZ,25-34,Standard,Low,Entertainment,Web,ACH,Android,115.06,0.69,Completed,None,7,Low Risk
TXN0006403,2025-01-18,CUST00214,VA,25-34,Premium,Low,Retail,Mobile App,Wallet Balance,Android,78.05,0.31,Completed,None,2,Low Risk
TXN0006404,2025-06-19,CUST00542,NY,35-44,Standard,Medium,Entertainment,Mobile App,ACH,POS,305.49,1.83,Completed,None,22,Low Risk
TXN0006405,2025-05-19,CUST00240,FL,45-54,Small Business,Medium,Retail,API,Wallet Balance,Android,19.22,0.08,Completed,None,29,Low Risk
TXN0006406,2025-06-21,CUST00442,CA,45-54,Standard,Low,Entertainment,Mobile App,ACH,iOS,33.81,0.2,Completed,None,9,Low Risk
TXN0006407,2025-03-11,CUST00052,NY,25-34,Small Business,Medium,Restaurants,Card Terminal,Credit Card,Android,84.43,1.86,Completed,None,29,Low Risk
TXN0006408,2025-06-27,CUST00575,NJ,25-34,Standard,Low,Utilities,Mobile App,Credit Card,Android,56.39,1.24,Completed,None,9,Low Risk
TXN0006409,2025-01-05,CUST00488,MA,55+,Standard,Low,Restaurants,Mobile App,ACH,API,108.75,0.65,Completed,None,7,Low Risk
TXN0006410,2025-01-19,CUST00487,MA,45-54,Premium,Low,Retail,Mobile App,Debit Card,iOS,27.57,0.33,Completed,None,0,Low Risk
TXN0006411,2025-06-17,CUST00448,FL,55+,Standard,High,Utilities,Web,ACH,iOS,111.68,0.67,Completed,None,42,Medium Risk
TXN0006412,2025-06-07,CUST00293,TX,55+,Standard,Low,Digital Services,Web,Credit Card,POS,99.86,2.2,Completed,None,0,Low Risk
TXN0006413,2025-04-09,CUST00407,CO,55+,Small Business,Low,Money Transfer,Mobile App,Debit Card,POS,274.76,3.3,Completed,None,27,Low Risk
TXN0006414,2025-03-23,CUST00320,NJ,18-24,Premium,Medium,Entertainment,Card Terminal,Debit Card,Android,62.87,0.75,Completed,None,24,Low Risk
TXN0006415,2025-05-28,CUST00531,CA,35-44,Standard,Low,Travel,Web,Credit Card,iOS,155.79,3.43,Completed,None,11,Low Risk
TXN0006416,2025-05-21,CUST00496,CA,55+,Premium,Low,Digital Services,Mobile App,Debit Card,iOS,65.28,0.78,Completed,None,3,Low Risk
TXN0006417,2025-06-12,CUST00204,CO,55+,Premium,Low,Restaurants,Card Terminal,Wallet Balance,Android,27.02,0.11,Completed,None,9,Low Risk
